================================================================================
********************************************************************************
Backtracking Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Backtracking Algorithm Detail
NQueen	Time	SUCCESS/FAIL	Number of Trials
10	162	SUCCESS	41
10	163	SUCCESS	42
10	164	SUCCESS	43
10	162	SUCCESS	44
10	162	SUCCESS	45
10	162	SUCCESS	46
10	161	SUCCESS	47
10	162	SUCCESS	48
10	162	SUCCESS	49
10	166	SUCCESS	50
********************************************************************************
11	132	SUCCESS	1
11	99	SUCCESS	2
11	103	SUCCESS	3
11	95	SUCCESS	4
11	95	SUCCESS	5
11	96	SUCCESS	6
11	95	SUCCESS	7
11	94	SUCCESS	8
11	95	SUCCESS	9
11	95	SUCCESS	10
11	94	SUCCESS	11
11	94	SUCCESS	12
11	95	SUCCESS	13
11	96	SUCCESS	14
11	95	SUCCESS	15
11	94	SUCCESS	16
11	94	SUCCESS	17
11	93	SUCCESS	18
11	94	SUCCESS	19
11	94	SUCCESS	20
11	94	SUCCESS	21
11	95	SUCCESS	22
11	94	SUCCESS	23
11	97	SUCCESS	24
11	95	SUCCESS	25
11	94	SUCCESS	26
11	94	SUCCESS	27
11	94	SUCCESS	28
11	94	SUCCESS	29
11	93	SUCCESS	30
11	94	SUCCESS	31
11	94	SUCCESS	32
11	94	SUCCESS	33
11	94	SUCCESS	34
11	95	SUCCESS	35
11	94	SUCCESS	36
11	95	SUCCESS	37
11	94	SUCCESS	38
11	94	SUCCESS	39
11	94	SUCCESS	40
11	94	SUCCESS	41
11	94	SUCCESS	42
11	94	SUCCESS	43
11	95	SUCCESS	44
11	100	SUCCESS	45
11	94	SUCCESS	46
11	94	SUCCESS	47
11	95	SUCCESS	48
11	95	SUCCESS	49
11	94	SUCCESS	50
********************************************************************************
12	608	SUCCESS	1
12	563	SUCCESS	2
12	566	SUCCESS	3
12	564	SUCCESS	4
12	560	SUCCESS	5
12	562	SUCCESS	6
12	561	SUCCESS	7
12	562	SUCCESS	8
12	561	SUCCESS	9
12	566	SUCCESS	10
12	561	SUCCESS	11
12	561	SUCCESS	12
12	563	SUCCESS	13
12	560	SUCCESS	14
12	562	SUCCESS	15
12	560	SUCCESS	16
12	565	SUCCESS	17
12	561	SUCCESS	18
12	563	SUCCESS	19
12	563	SUCCESS	20
12	561	SUCCESS	21
12	562	SUCCESS	22
12	561	SUCCESS	23
12	565	SUCCESS	24
12	562	SUCCESS	25
12	563	SUCCESS	26
12	564	SUCCESS	27
12	561	SUCCESS	28
12	564	SUCCESS	29
12	563	SUCCESS	30
12	564	SUCCESS	31
12	562	SUCCESS	32
12	562	SUCCESS	33
12	562	SUCCESS	34
12	563	SUCCESS	35
12	562	SUCCESS	36
12	561	SUCCESS	37
12	564	SUCCESS	38
12	561	SUCCESS	39
12	563	SUCCESS	40
12	562	SUCCESS	41
12	563	SUCCESS	42
12	564	SUCCESS	43
12	560	SUCCESS	44
12	563	SUCCESS	45
12	560	SUCCESS	46
12	562	SUCCESS	47
12	561	SUCCESS	48
12	561	SUCCESS	49
12	561	SUCCESS	50
********************************************************************************
13	327	SUCCESS	1
13	275	SUCCESS	2
13	274	SUCCESS	3
13	276	SUCCESS	4
13	273	SUCCESS	5
13	272	SUCCESS	6
13	272	SUCCESS	7
13	279	SUCCESS	8
13	274	SUCCESS	9
13	273	SUCCESS	10
13	276	SUCCESS	11
13	274	SUCCESS	12
13	273	SUCCESS	13
13	273	SUCCESS	14
13	276	SUCCESS	15
13	272	SUCCESS	16
13	272	SUCCESS	17
13	271	SUCCESS	18
13	276	SUCCESS	19
13	274	SUCCESS	20
13	272	SUCCESS	21
13	277	SUCCESS	22
13	273	SUCCESS	23
13	274	SUCCESS	24
13	273	SUCCESS	25
13	275	SUCCESS	26
13	274	SUCCESS	27
13	272	SUCCESS	28
13	273	SUCCESS	29
13	274	SUCCESS	30
13	273	SUCCESS	31
13	274	SUCCESS	32
13	276	SUCCESS	33
13	273	SUCCESS	34
13	272	SUCCESS	35
13	273	SUCCESS	36
13	277	SUCCESS	37
13	272	SUCCESS	38
13	273	SUCCESS	39
13	274	SUCCESS	40
13	273	SUCCESS	41
13	273	SUCCESS	42
13	272	SUCCESS	43
13	274	SUCCESS	44
13	273	SUCCESS	45
13	272	SUCCESS	46
13	273	SUCCESS	47
13	275	SUCCESS	48
13	271	SUCCESS	49
13	272	SUCCESS	50
********************************************************************************
14	5428	SUCCESS	1
14	5381	SUCCESS	2
14	5370	SUCCESS	3
14	5371	SUCCESS	4
14	5372	SUCCESS	5
14	5369	SUCCESS	6
14	5369	SUCCESS	7
14	5372	SUCCESS	8
14	5367	SUCCESS	9
14	5366	SUCCESS	10
14	5369	SUCCESS	11
14	5366	SUCCESS	12
14	5368	SUCCESS	13
14	5368	SUCCESS	14
14	5364	SUCCESS	15
14	5369	SUCCESS	16
14	5369	SUCCESS	17
14	5368	SUCCESS	18
14	5372	SUCCESS	19
14	5367	SUCCESS	20
14	5368	SUCCESS	21
14	5367	SUCCESS	22
14	5372	SUCCESS	23
14	5370	SUCCESS	24
14	5368	SUCCESS	25
14	5365	SUCCESS	26
14	5365	SUCCESS	27
14	5368	SUCCESS	28
14	5370	SUCCESS	29
14	5372	SUCCESS	30
14	5365	SUCCESS	31
14	5367	SUCCESS	32
14	5369	SUCCESS	33
14	5365	SUCCESS	34
14	5371	SUCCESS	35
14	5368	SUCCESS	36
14	5369	SUCCESS	37
14	5368	SUCCESS	38
14	5369	SUCCESS	39
14	5373	SUCCESS	40
14	5366	SUCCESS	41
14	5368	SUCCESS	42
14	5366	SUCCESS	43
14	5365	SUCCESS	44
14	5368	SUCCESS	45
14	5371	SUCCESS	46
14	5368	SUCCESS	47
14	5373	SUCCESS	48
14	5366	SUCCESS	49
14	5365	SUCCESS	50
********************************************************************************
15	4444	SUCCESS	1
15	4383	SUCCESS	2
15	4381	SUCCESS	3
15	4375	SUCCESS	4
15	4379	SUCCESS	5
15	4376	SUCCESS	6
15	4378	SUCCESS	7
15	4374	SUCCESS	8
15	4371	SUCCESS	9
15	4373	SUCCESS	10
15	4375	SUCCESS	11
15	4369	SUCCESS	12
15	4371	SUCCESS	13
15	4372	SUCCESS	14
15	4374	SUCCESS	15
15	4371	SUCCESS	16
15	4373	SUCCESS	17
15	4373	SUCCESS	18
15	4372	SUCCESS	19
15	4373	SUCCESS	20
15	4410	SUCCESS	21
15	4378	SUCCESS	22
15	4375	SUCCESS	23
15	4376	SUCCESS	24
15	4377	SUCCESS	25
15	4379	SUCCESS	26
15	4372	SUCCESS	27
15	4376	SUCCESS	28
15	4380	SUCCESS	29
15	4375	SUCCESS	30
15	4377	SUCCESS	31
15	4376	SUCCESS	32
15	4374	SUCCESS	33
15	4379	SUCCESS	34
15	4375	SUCCESS	35
15	4378	SUCCESS	36
15	4375	SUCCESS	37
15	4372	SUCCESS	38
15	4373	SUCCESS	39
15	4374	SUCCESS	40
15	4375	SUCCESS	41
15	4373	SUCCESS	42
15	4372	SUCCESS	43
15	4376	SUCCESS	44
15	4374	SUCCESS	45
15	4373	SUCCESS	46
15	4372	SUCCESS	47
15	4369	SUCCESS	48
15	4370	SUCCESS	49
15	4375	SUCCESS	50
********************************************************************************
16	35045	SUCCESS	1
16	34954	SUCCESS	2
16	34937	SUCCESS	3
16	34948	SUCCESS	4
16	34928	SUCCESS	5
16	34923	SUCCESS	6
16	34915	SUCCESS	7
16	34957	SUCCESS	8
16	34988	SUCCESS	9
16	34966	SUCCESS	10
16	34983	SUCCESS	11
16	34984	SUCCESS	12
16	34987	SUCCESS	13
16	34989	SUCCESS	14
16	34962	SUCCESS	15
16	34992	SUCCESS	16
16	34988	SUCCESS	17
16	34983	SUCCESS	18
16	34995	SUCCESS	19
16	34983	SUCCESS	20
16	34967	SUCCESS	21
16	34989	SUCCESS	22
16	34984	SUCCESS	23
16	34967	SUCCESS	24
16	35012	SUCCESS	25
16	34996	SUCCESS	26
16	35003	SUCCESS	27
16	34995	SUCCESS	28
16	35003	SUCCESS	29
16	34989	SUCCESS	30
16	35001	SUCCESS	31
16	35007	SUCCESS	32
16	34976	SUCCESS	33
16	34970	SUCCESS	34
16	34988	SUCCESS	35
16	34977	SUCCESS	36
16	34999	SUCCESS	37
16	34988	SUCCESS	38
16	34985	SUCCESS	39
16	35001	SUCCESS	40
16	35009	SUCCESS	41
16	35024	SUCCESS	42
16	35017	SUCCESS	43
16	34980	SUCCESS	44
16	34967	SUCCESS	45
16	35006	SUCCESS	46
16	34995	SUCCESS	47
16	34994	SUCCESS	48
16	35118	SUCCESS	49
16	34940	SUCCESS	50
********************************************************************************
17	21009	SUCCESS	1
17	20934	SUCCESS	2
17	20942	SUCCESS	3
17	20948	SUCCESS	4
17	21133	SUCCESS	5
17	20921	SUCCESS	6
17	20914	SUCCESS	7
17	20929	SUCCESS	8
17	20911	SUCCESS	9
17	20894	SUCCESS	10
17	20921	SUCCESS	11
17	20903	SUCCESS	12
17	20905	SUCCESS	13
17	20904	SUCCESS	14
17	20889	SUCCESS	15
17	20900	SUCCESS	16
17	20910	SUCCESS	17
17	20892	SUCCESS	18
17	20905	SUCCESS	19
17	20909	SUCCESS	20
17	20955	SUCCESS	21
17	20925	SUCCESS	22
17	20896	SUCCESS	23
17	20919	SUCCESS	24
17	20941	SUCCESS	25
17	20947	SUCCESS	26
17	20939	SUCCESS	27
17	20914	SUCCESS	28
17	20937	SUCCESS	29
17	20932	SUCCESS	30
17	20913	SUCCESS	31
17	20936	SUCCESS	32
17	20935	SUCCESS	33
17	20925	SUCCESS	34
17	20932	SUCCESS	35
17	20929	SUCCESS	36
17	20930	SUCCESS	37
17	20938	SUCCESS	38
17	20936	SUCCESS	39
17	20933	SUCCESS	40
17	20914	SUCCESS	41
17	20932	SUCCESS	42
17	20913	SUCCESS	43
17	20928	SUCCESS	44
17	20923	SUCCESS	45
17	20911	SUCCESS	46
17	20927	SUCCESS	47
17	20939	SUCCESS	48
17	20928	SUCCESS	49
17	20950	SUCCESS	50
********************************************************************************
18	176467	SUCCESS	1
18	177974	SUCCESS	2
18	176518	SUCCESS	3
18	176591	SUCCESS	4
18	176541	SUCCESS	5
18	176536	SUCCESS	6
18	176416	SUCCESS	7
18	176606	SUCCESS	8
18	176588	SUCCESS	9
18	176627	SUCCESS	10
18	176581	SUCCESS	11
18	176481	SUCCESS	12
18	176323	SUCCESS	13
18	176435	SUCCESS	14
18	176614	SUCCESS	15
18	176584	SUCCESS	16
18	176579	SUCCESS	17
18	176365	SUCCESS	18
18	176573	SUCCESS	19
18	176666	SUCCESS	20
18	176564	SUCCESS	21
18	176554	SUCCESS	22
18	176559	SUCCESS	23
18	176619	SUCCESS	24
18	176708	SUCCESS	25
18	176602	SUCCESS	26
18	176607	SUCCESS	27
18	176596	SUCCESS	28
18	176590	SUCCESS	29
18	176591	SUCCESS	30
18	176665	SUCCESS	31
18	176570	SUCCESS	32
18	176567	SUCCESS	33
18	176594	SUCCESS	34
18	176619	SUCCESS	35
18	176625	SUCCESS	36
18	176629	SUCCESS	37
18	176608	SUCCESS	38
18	176531	SUCCESS	39
18	176508	SUCCESS	40
18	176626	SUCCESS	41
18	176630	SUCCESS	42
18	176582	SUCCESS	43
18	176573	SUCCESS	44
18	176578	SUCCESS	45
18	176481	SUCCESS	46
18	176556	SUCCESS	47
18	176652	SUCCESS	48
18	176579	SUCCESS	49
18	176579	SUCCESS	50
********************************************************************************
19	13019	SUCCESS	1
19	12902	SUCCESS	2
19	12903	SUCCESS	3
19	12891	SUCCESS	4
19	12891	SUCCESS	5
19	12906	SUCCESS	6
19	12905	SUCCESS	7
19	12897	SUCCESS	8
19	12881	SUCCESS	9
19	12923	SUCCESS	10
19	12912	SUCCESS	11
19	12892	SUCCESS	12
19	12830	SUCCESS	13
19	12848	SUCCESS	14
19	12839	SUCCESS	15
19	12824	SUCCESS	16
19	12846	SUCCESS	17
19	12864	SUCCESS	18
19	12881	SUCCESS	19
19	12863	SUCCESS	20
19	12860	SUCCESS	21
19	12890	SUCCESS	22
19	12898	SUCCESS	23
19	12901	SUCCESS	24
19	12866	SUCCESS	25
19	12906	SUCCESS	26
19	12901	SUCCESS	27
19	12877	SUCCESS	28
19	12887	SUCCESS	29
19	12908	SUCCESS	30
19	12921	SUCCESS	31
19	12901	SUCCESS	32
19	12890	SUCCESS	33
19	12877	SUCCESS	34
19	12873	SUCCESS	35
19	12922	SUCCESS	36
19	12879	SUCCESS	37
19	12899	SUCCESS	38
19	12898	SUCCESS	39
19	12912	SUCCESS	40
19	12906	SUCCESS	41
19	12895	SUCCESS	42
19	12901	SUCCESS	43
19	12878	SUCCESS	44
19	12893	SUCCESS	45
19	12896	SUCCESS	46
19	12915	SUCCESS	47
19	12929	SUCCESS	48
19	12900	SUCCESS	49
19	12894	SUCCESS	50
********************************************************************************
20	1045217	SUCCESS	1
20	1045571	SUCCESS	2
20	1046827	SUCCESS	3
20	1045869	SUCCESS	4
20	1047422	SUCCESS	5
20	1045525	SUCCESS	6
20	1043690	SUCCESS	7
20	1045076	SUCCESS	8
20	1046648	SUCCESS	9
20	1045368	SUCCESS	10
20	1044356	SUCCESS	11
20	1045309	SUCCESS	12
20	1043885	SUCCESS	13
20	1044660	SUCCESS	14
20	1046957	SUCCESS	15
20	1044293	SUCCESS	16
20	1049446	SUCCESS	17
20	1044540	SUCCESS	18
20	1047655	SUCCESS	19
20	1047303	SUCCESS	20
20	1046194	SUCCESS	21
20	1046375	SUCCESS	22
20	1044551	SUCCESS	23
20	1045091	SUCCESS	24
20	1044486	SUCCESS	25
20	1046646	SUCCESS	26
20	1044442	SUCCESS	27
20	1044205	SUCCESS	28
20	1044288	SUCCESS	29
20	1043830	SUCCESS	30
20	1044809	SUCCESS	31
20	1046826	SUCCESS	32
20	1046091	SUCCESS	33
20	1044883	SUCCESS	34
20	1045152	SUCCESS	35
20	1044022	SUCCESS	36
20	1044278	SUCCESS	37
20	1044772	SUCCESS	38
20	1044830	SUCCESS	39
20	1044060	SUCCESS	40
20	1044012	SUCCESS	41
20	1046291	SUCCESS	42
20	1044134	SUCCESS	43
20	1045544	SUCCESS	44
20	1046048	SUCCESS	45
20	1044470	SUCCESS	46
20	1045878	SUCCESS	47
20	1045642	SUCCESS	48
20	1046494	SUCCESS	49
20	1044806	SUCCESS	50
********************************************************************************
4	16	SUCCESS	1
4	6	SUCCESS	2
4	5	SUCCESS	3
4	5	SUCCESS	4
4	5	SUCCESS	5
4	5	SUCCESS	6
4	5	SUCCESS	7
4	5	SUCCESS	8
4	5	SUCCESS	9
4	5	SUCCESS	10
4	5	SUCCESS	11
4	5	SUCCESS	12
4	5	SUCCESS	13
4	5	SUCCESS	14
4	5	SUCCESS	15
4	4	SUCCESS	16
4	5	SUCCESS	17
4	4	SUCCESS	18
4	5	SUCCESS	19
4	5	SUCCESS	20
4	5	SUCCESS	21
4	5	SUCCESS	22
4	4	SUCCESS	23
4	5	SUCCESS	24
4	5	SUCCESS	25
4	5	SUCCESS	26
4	5	SUCCESS	27
4	5	SUCCESS	28
4	5	SUCCESS	29
4	5	SUCCESS	30
4	5	SUCCESS	31
4	5	SUCCESS	32
4	5	SUCCESS	33
4	5	SUCCESS	34
4	5	SUCCESS	35
4	4	SUCCESS	36
4	5	SUCCESS	37
4	5	SUCCESS	38
4	5	SUCCESS	39
4	5	SUCCESS	40
4	5	SUCCESS	41
4	5	SUCCESS	42
4	5	SUCCESS	43
4	5	SUCCESS	44
4	5	SUCCESS	45
4	5	SUCCESS	46
4	5	SUCCESS	47
4	5	SUCCESS	48
4	4	SUCCESS	49
4	5	SUCCESS	50
********************************************************************************
5	22	SUCCESS	1
5	5	SUCCESS	2
5	4	SUCCESS	3
5	4	SUCCESS	4
5	4	SUCCESS	5
5	4	SUCCESS	6
5	4	SUCCESS	7
5	3	SUCCESS	8
5	4	SUCCESS	9
5	4	SUCCESS	10
5	4	SUCCESS	11
5	4	SUCCESS	12
5	4	SUCCESS	13
5	4	SUCCESS	14
5	3	SUCCESS	15
5	4	SUCCESS	16
5	4	SUCCESS	17
5	4	SUCCESS	18
5	4	SUCCESS	19
5	3	SUCCESS	20
5	4	SUCCESS	21
5	4	SUCCESS	22
5	3	SUCCESS	23
5	4	SUCCESS	24
5	3	SUCCESS	25
5	4	SUCCESS	26
5	4	SUCCESS	27
5	3	SUCCESS	28
5	4	SUCCESS	29
5	4	SUCCESS	30
5	4	SUCCESS	31
5	4	SUCCESS	32
5	3	SUCCESS	33
5	4	SUCCESS	34
5	4	SUCCESS	35
5	4	SUCCESS	36
5	4	SUCCESS	37
5	3	SUCCESS	38
5	4	SUCCESS	39
5	4	SUCCESS	40
5	4	SUCCESS	41
5	4	SUCCESS	42
5	3	SUCCESS	43
5	4	SUCCESS	44
5	4	SUCCESS	45
5	4	SUCCESS	46
5	4	SUCCESS	47
5	3	SUCCESS	48
5	4	SUCCESS	49
5	4	SUCCESS	50
********************************************************************************
6	45	SUCCESS	1
6	29	SUCCESS	2
6	28	SUCCESS	3
6	27	SUCCESS	4
6	26	SUCCESS	5
6	26	SUCCESS	6
6	26	SUCCESS	7
6	26	SUCCESS	8
6	26	SUCCESS	9
6	26	SUCCESS	10
6	26	SUCCESS	11
6	26	SUCCESS	12
6	26	SUCCESS	13
6	26	SUCCESS	14
6	26	SUCCESS	15
6	26	SUCCESS	16
6	26	SUCCESS	17
6	26	SUCCESS	18
6	26	SUCCESS	19
6	26	SUCCESS	20
6	26	SUCCESS	21
6	27	SUCCESS	22
6	26	SUCCESS	23
6	31	SUCCESS	24
6	26	SUCCESS	25
6	26	SUCCESS	26
6	26	SUCCESS	27
6	27	SUCCESS	28
6	27	SUCCESS	29
6	26	SUCCESS	30
6	26	SUCCESS	31
6	26	SUCCESS	32
6	26	SUCCESS	33
6	26	SUCCESS	34
6	26	SUCCESS	35
6	26	SUCCESS	36
6	26	SUCCESS	37
6	26	SUCCESS	38
6	27	SUCCESS	39
6	27	SUCCESS	40
6	26	SUCCESS	41
6	26	SUCCESS	42
6	26	SUCCESS	43
6	26	SUCCESS	44
6	26	SUCCESS	45
6	26	SUCCESS	46
6	27	SUCCESS	47
6	27	SUCCESS	48
6	27	SUCCESS	49
6	26	SUCCESS	50
********************************************************************************
7	25	SUCCESS	1
7	12	SUCCESS	2
7	10	SUCCESS	3
7	9	SUCCESS	4
7	8	SUCCESS	5
7	9	SUCCESS	6
7	8	SUCCESS	7
7	8	SUCCESS	8
7	9	SUCCESS	9
7	8	SUCCESS	10
7	8	SUCCESS	11
7	9	SUCCESS	12
7	9	SUCCESS	13
7	9	SUCCESS	14
7	8	SUCCESS	15
7	8	SUCCESS	16
7	9	SUCCESS	17
7	9	SUCCESS	18
7	8	SUCCESS	19
7	9	SUCCESS	20
7	9	SUCCESS	21
7	8	SUCCESS	22
7	9	SUCCESS	23
7	9	SUCCESS	24
7	8	SUCCESS	25
7	8	SUCCESS	26
7	9	SUCCESS	27
7	8	SUCCESS	28
7	8	SUCCESS	29
7	9	SUCCESS	30
7	8	SUCCESS	31
7	8	SUCCESS	32
7	8	SUCCESS	33
7	9	SUCCESS	34
7	8	SUCCESS	35
7	8	SUCCESS	36
7	12	SUCCESS	37
7	8	SUCCESS	38
7	8	SUCCESS	39
7	9	SUCCESS	40
7	9	SUCCESS	41
7	8	SUCCESS	42
7	8	SUCCESS	43
7	9	SUCCESS	44
7	9	SUCCESS	45
7	8	SUCCESS	46
7	8	SUCCESS	47
7	9	SUCCESS	48
7	8	SUCCESS	49
7	8	SUCCESS	50
********************************************************************************
8	159	SUCCESS	1
8	136	SUCCESS	2
8	134	SUCCESS	3
8	131	SUCCESS	4
8	131	SUCCESS	5
8	130	SUCCESS	6
8	131	SUCCESS	7
8	133	SUCCESS	8
8	131	SUCCESS	9
8	129	SUCCESS	10
8	129	SUCCESS	11
8	130	SUCCESS	12
8	129	SUCCESS	13
8	130	SUCCESS	14
8	133	SUCCESS	15
8	130	SUCCESS	16
8	130	SUCCESS	17
8	130	SUCCESS	18
8	130	SUCCESS	19
8	130	SUCCESS	20
8	130	SUCCESS	21
8	130	SUCCESS	22
8	132	SUCCESS	23
8	130	SUCCESS	24
8	130	SUCCESS	25
8	129	SUCCESS	26
8	130	SUCCESS	27
8	129	SUCCESS	28
8	130	SUCCESS	29
8	132	SUCCESS	30
8	130	SUCCESS	31
8	130	SUCCESS	32
8	130	SUCCESS	33
8	130	SUCCESS	34
8	130	SUCCESS	35
8	129	SUCCESS	36
8	130	SUCCESS	37
8	132	SUCCESS	38
8	130	SUCCESS	39
8	130	SUCCESS	40
8	130	SUCCESS	41
8	131	SUCCESS	42
8	130	SUCCESS	43
8	130	SUCCESS	44
8	130	SUCCESS	45
8	132	SUCCESS	46
8	130	SUCCESS	47
8	130	SUCCESS	48
8	130	SUCCESS	49
8	129	SUCCESS	50
********************************************************************************
9	79	SUCCESS	1
9	57	SUCCESS	2
9	55	SUCCESS	3
9	54	SUCCESS	4
9	53	SUCCESS	5
9	53	SUCCESS	6
9	53	SUCCESS	7
9	53	SUCCESS	8
9	52	SUCCESS	9
9	53	SUCCESS	10
9	52	SUCCESS	11
9	53	SUCCESS	12
9	55	SUCCESS	13
9	52	SUCCESS	14
9	53	SUCCESS	15
9	52	SUCCESS	16
9	52	SUCCESS	17
9	52	SUCCESS	18
9	52	SUCCESS	19
9	52	SUCCESS	20
9	52	SUCCESS	21
9	52	SUCCESS	22
9	52	SUCCESS	23
9	52	SUCCESS	24
9	52	SUCCESS	25
9	52	SUCCESS	26
9	52	SUCCESS	27
9	52	SUCCESS	28
9	52	SUCCESS	29
9	52	SUCCESS	30
9	54	SUCCESS	31
9	52	SUCCESS	32
9	52	SUCCESS	33
9	52	SUCCESS	34
9	52	SUCCESS	35
9	53	SUCCESS	36
9	52	SUCCESS	37
9	52	SUCCESS	38
9	52	SUCCESS	39
9	52	SUCCESS	40
9	52	SUCCESS	41
9	52	SUCCESS	42
9	52	SUCCESS	43
9	52	SUCCESS	44
9	52	SUCCESS	45
9	52	SUCCESS	46
9	52	SUCCESS	47
9	52	SUCCESS	48
9	52	SUCCESS	49
9	55	SUCCESS	50
********************************************************************************
10	200	SUCCESS	1
10	168	SUCCESS	2
10	166	SUCCESS	3
10	168	SUCCESS	4
10	164	SUCCESS	5
10	163	SUCCESS	6
10	164	SUCCESS	7
10	163	SUCCESS	8
10	162	SUCCESS	9
10	167	SUCCESS	10
10	162	SUCCESS	11
10	162	SUCCESS	12
10	162	SUCCESS	13
10	162	SUCCESS	14
10	163	SUCCESS	15
10	165	SUCCESS	16
10	162	SUCCESS	17
10	162	SUCCESS	18
10	162	SUCCESS	19
10	162	SUCCESS	20
10	163	SUCCESS	21
10	165	SUCCESS	22
10	162	SUCCESS	23
10	162	SUCCESS	24
10	163	SUCCESS	25
10	163	SUCCESS	26
10	162	SUCCESS	27
10	166	SUCCESS	28
10	165	SUCCESS	29
10	163	SUCCESS	30
10	162	SUCCESS	31
10	161	SUCCESS	32
10	162	SUCCESS	33
10	163	SUCCESS	34
10	168	SUCCESS	35
10	162	SUCCESS	36
10	162	SUCCESS	37
10	162	SUCCESS	38
10	162	SUCCESS	39
10	161	SUCCESS	40
10	164	SUCCESS	41
10	161	SUCCESS	42
10	162	SUCCESS	43
10	162	SUCCESS	44
10	162	SUCCESS	45
10	162	SUCCESS	46
10	165	SUCCESS	47
10	162	SUCCESS	48
10	162	SUCCESS	49
10	162	SUCCESS	50
********************************************************************************
11	132	SUCCESS	1
11	99	SUCCESS	2
11	95	SUCCESS	3
11	95	SUCCESS	4
11	99	SUCCESS	5
11	95	SUCCESS	6
11	94	SUCCESS	7
11	94	SUCCESS	8
11	94	SUCCESS	9
11	94	SUCCESS	10
11	94	SUCCESS	11
11	93	SUCCESS	12
11	93	SUCCESS	13
11	94	SUCCESS	14
11	96	SUCCESS	15
11	94	SUCCESS	16
11	94	SUCCESS	17
11	94	SUCCESS	18
11	94	SUCCESS	19
11	94	SUCCESS	20
11	94	SUCCESS	21
11	94	SUCCESS	22
11	94	SUCCESS	23
11	93	SUCCESS	24
11	93	SUCCESS	25
11	96	SUCCESS	26
11	94	SUCCESS	27
11	94	SUCCESS	28
11	95	SUCCESS	29
11	94	SUCCESS	30
11	94	SUCCESS	31
11	94	SUCCESS	32
11	94	SUCCESS	33
11	94	SUCCESS	34
11	93	SUCCESS	35
11	98	SUCCESS	36
11	94	SUCCESS	37
11	94	SUCCESS	38
11	93	SUCCESS	39
11	94	SUCCESS	40
11	93	SUCCESS	41
11	94	SUCCESS	42
11	94	SUCCESS	43
11	94	SUCCESS	44
11	93	SUCCESS	45
11	94	SUCCESS	46
11	96	SUCCESS	47
11	94	SUCCESS	48
11	95	SUCCESS	49
11	94	SUCCESS	50
********************************************************************************
12	604	SUCCESS	1
12	570	SUCCESS	2
12	561	SUCCESS	3
12	563	SUCCESS	4
12	563	SUCCESS	5
12	561	SUCCESS	6
12	562	SUCCESS	7
12	561	SUCCESS	8
12	567	SUCCESS	9
12	560	SUCCESS	10
12	563	SUCCESS	11
12	562	SUCCESS	12
12	560	SUCCESS	13
12	562	SUCCESS	14
12	560	SUCCESS	15
12	565	SUCCESS	16
12	561	SUCCESS	17
12	562	SUCCESS	18
12	560	SUCCESS	19
12	563	SUCCESS	20
12	564	SUCCESS	21
12	561	SUCCESS	22
12	563	SUCCESS	23
12	561	SUCCESS	24
12	562	SUCCESS	25
12	562	SUCCESS	26
12	563	SUCCESS	27
12	562	SUCCESS	28
12	561	SUCCESS	29
12	563	SUCCESS	30
12	561	SUCCESS	31
12	563	SUCCESS	32
12	560	SUCCESS	33
12	563	SUCCESS	34
12	561	SUCCESS	35
12	562	SUCCESS	36
12	565	SUCCESS	37
12	561	SUCCESS	38
12	561	SUCCESS	39
12	562	SUCCESS	40
12	563	SUCCESS	41
12	561	SUCCESS	42
12	562	SUCCESS	43
12	562	SUCCESS	44
12	560	SUCCESS	45
12	562	SUCCESS	46
12	561	SUCCESS	47
12	563	SUCCESS	48
12	560	SUCCESS	49
12	561	SUCCESS	50
********************************************************************************
13	324	SUCCESS	1
13	278	SUCCESS	2
13	275	SUCCESS	3
13	277	SUCCESS	4
13	273	SUCCESS	5
13	275	SUCCESS	6
13	272	SUCCESS	7
13	275	SUCCESS	8
13	273	SUCCESS	9
13	273	SUCCESS	10
13	273	SUCCESS	11
13	275	SUCCESS	12
13	272	SUCCESS	13
13	274	SUCCESS	14
13	275	SUCCESS	15
13	273	SUCCESS	16
13	273	SUCCESS	17
13	273	SUCCESS	18
13	276	SUCCESS	19
13	271	SUCCESS	20
13	273	SUCCESS	21
13	273	SUCCESS	22
13	275	SUCCESS	23
13	272	SUCCESS	24
13	273	SUCCESS	25
13	274	SUCCESS	26
13	272	SUCCESS	27
13	273	SUCCESS	28
13	273	SUCCESS	29
13	278	SUCCESS	30
13	273	SUCCESS	31
13	271	SUCCESS	32
13	275	SUCCESS	33
13	271	SUCCESS	34
13	274	SUCCESS	35
13	274	SUCCESS	36
13	275	SUCCESS	37
13	273	SUCCESS	38
13	273	SUCCESS	39
13	273	SUCCESS	40
13	275	SUCCESS	41
13	273	SUCCESS	42
13	272	SUCCESS	43
13	276	SUCCESS	44
13	272	SUCCESS	45
13	273	SUCCESS	46
13	271	SUCCESS	47
13	275	SUCCESS	48
13	273	SUCCESS	49
13	273	SUCCESS	50
********************************************************************************
14	5421	SUCCESS	1
14	5374	SUCCESS	2
14	5371	SUCCESS	3
14	5368	SUCCESS	4
14	5367	SUCCESS	5
14	5372	SUCCESS	6
14	5361	SUCCESS	7
14	5364	SUCCESS	8
14	5363	SUCCESS	9
14	5363	SUCCESS	10
14	5371	SUCCESS	11
14	5375	SUCCESS	12
14	5372	SUCCESS	13
